No.,Year,Paper,Year_R,Paper_Ref
5027,1998,Gradient-based learning applied to document recognition,1987,Neural-net classifiers useful for speech recognition
5028,1998,Gradient-based learning applied to document recognition,1989,Speaker-independent word recognition using dynamic programming neural networks
5029,1998,Gradient-based learning applied to document recognition,1990,Alphanets: A recurrent �neural� network architecture with a hidden Markov model interpretation
5030,1998,Gradient-based learning applied to document recognition,1990,Connectionist viterbi training: A new hybrid method for continuous speech recognition
5031,1998,Gradient-based learning applied to document recognition,1990,Combining hidden Markov models and neural network classifiers
5032,1998,Gradient-based learning applied to document recognition,1991,MLP. LVQ and DP: Comparison & cooperation
5033,1998,Gradient-based learning applied to document recognition,1992,Global optimization of a neural network-hidden Markov model hybrid
5034,1998,Gradient-based learning applied to document recognition,1992,Multi-state time-delay neural networks for continuous speech recognition
5035,1998,Gradient-based learning applied to document recognition,1994,Learning long-term dependencies with gradient descent is difficult
5036,1998,Gradient-based learning applied to document recognition,1988,Statistical pattern recognition with neural network: Benchmarking studies
5037,1998,Gradient-based learning applied to document recognition,1993,Connectionist speech recognition with a global MMI algorithm
5038,1998,Gradient-based learning applied to document recognition,1995,Image segmentation and recognition
5039,1998,Gradient-based learning applied to document recognition,1991,Une Approche the _orique de l�Apprentissage Connexionniste: Applications a` la Reconnaissance de la Parole. Ph.D. dissertation. Univ. Paris XI
5040,1998,Gradient-based learning applied to document recognition,1997,Disriminative feature and model design for automatic speech recognition
5041,1998,Gradient-based learning applied to document recognition,1993,Connectionist architectural learning for high performance character and speech recognition
5042,1998,Gradient-based learning applied to document recognition,1994,Weighted rational transductions and their application to human language processing
5043,1998,Gradient-based learning applied to document recognition,1993,Distortion invariant object recognition in the dynamic link architecture
5044,1998,Gradient-based learning applied to document recognition,1991,An analog neural network processor with programmable topology
5045,1998,Gradient-based learning applied to document recognition,1993,Recognition-based segmentation of on-line hand-printed words
5046,1998,Gradient-based learning applied to document recognition,1994,Combining TDNN and HMM in a hybrid system for improved continuous-speech recognition
5047,1998,Gradient-based learning applied to document recognition,1992,Reading handwritten digits: A ZIP code recognition system
5048,1998,Gradient-based learning applied to document recognition,1994,Word normalization for on-line handwritten word recognition
5049,1998,Gradient-based learning applied to document recognition,1994,Original approach for the localisation of objects in images
5050,1998,Gradient-based learning applied to document recognition,1994,Postal address block location using a convolutional locator network
5051,1998,Gradient-based learning applied to document recognition,1995,A convolutional neural network hand tracker
5052,1998,Gradient-based learning applied to document recognition,1996,Neural network-based face detection
5053,1998,Gradient-based learning applied to document recognition,1996,Training support vector machines: An application to face detection
5054,1998,Gradient-based learning applied to document recognition,1989,Links between Markov models and multilayer perceptrons
5055,1998,Gradient-based learning applied to document recognition,1992,Neural network�Gaussian mixture hybrid for speech recognition or density estimation
5056,1998,Gradient-based learning applied to document recognition,1997,Speech recognition by composition of weighted finite automata
5057,1998,Gradient-based learning applied to document recognition,1997,Finite-state transducers in language and speech processing
5058,1998,Gradient-based learning applied to document recognition,1996,Overview and synthesis of on-line cursive handwriting recognition techniques
5059,1998,Gradient-based learning applied to document recognition,1997,Weighted determinization and minimization for large vocabulary recognition
5060,1998,Gradient-based learning applied to document recognition,1996,An input/output HMM architecture
5061,1998,Gradient-based learning applied to document recognition,1996,Input/output HMM�s for sequence processing
5062,1998,Gradient-based learning applied to document recognition,1997,A Rational Design for a Weighted Finite-State Transducer Library (Lecture Notes in Computer Science)
5063,1998,Gradient-based learning applied to document recognition,1997,Discriminative utterance verification for connected digits recognition
5064,1998,Gradient-based learning applied to document recognition,1997,Discriminative feature and model design for automatic speech recognition
5065,1998,Gradient-based learning applied to document recognition,1996,An EM algorithm for asynchronous input/output hidden Markov models
5066,1998,Gradient-based learning applied to document recognition,1990,The State of the Art in Online Handwriting Recognition
5067,1998,Gradient-based learning applied to document recognition,1994,A connectionist recognizer for on-line cursive handwriting recognition
5068,1998,Gradient-based learning applied to document recognition,1993,Recognition of cursive script amounts on postal checks
5069,1998,Gradient-based learning applied to document recognition,1995,Cursive script recognition applied to the processing of bank checks
5070,1998,Gradient-based learning applied to document recognition,1995,Automatic processing of information on checks
5071,1998,Gradient-based learning applied to document recognition,1993,Off line recognition of handwritten postal words using neural networks
5072,1998,Gradient-based learning applied to document recognition,1993,On-line handwriting recognition with neural networks: Spatial representation versus temporal representation
5073,1998,Gradient-based learning applied to document recognition,1995,Fast neural net simulation with a DSP processor array
5074,1998,Gradient-based learning applied to document recognition,1992,First and second-order methods for learning: Between steepest descent and Newton�s method
5075,1998,Gradient-based learning applied to document recognition,1988,Efficient parallel learning algorithms for neural networks
5076,1998,Gradient-based learning applied to document recognition,1993,Efficient Training of Feed-Forward Neural Networks. Ph.D. dissertation. Aarhus Univ.. Aarhus
5077,1998,Gradient-based learning applied to document recognition,1988,Improving the convergence of back-propagation learning with second-order methods
5078,1998,Computer interpretation of process and instrumentation drawings,1993,AutoCAD
5079,1998,Computer interpretation of process and instrumentation drawings,1995,The intelligent real-time maintenance management (IRTMM) system: support for integrated value-based maintenance planning
5080,1997,Optical Recognition of Electrical Circuit Drawings,1992,Document Image Analysis Systems and Techniques
5081,1997,Optical Recognition of Electrical Circuit Drawings,1991,Interpretation of Engineering Drawings of Polyhedral and Non- polyhedral Objects
5082,1997,Optical Recognition of Electrical Circuit Drawings,1994,Detection of dimension sets in engineering drawings
5083,1997,Optical Recognition of Electrical Circuit Drawings,1962,Visual Pattern Recognition by Moment Invariant
5084,1997,Optical Recognition of Electrical Circuit Drawings,1979,Comments on Picture thresholding using an iterative selection method
5085,1997,Optical Recognition of Electrical Circuit Drawings,1984,An Optimal multiple threshold scheme for image segmentation
5086,1997,Optical Recognition of Electrical Circuit Drawings,1982,Feature extraction of manufactures parts in the presence of spurious surface reflections
5087,1995,Electronic schematic recognition,1974,Computer Processing of Line Drawing Images
5088,1995,Electronic schematic recognition,1990,A Projection-based Algorithm for Document Image Segmentation
5089,1995,Electronic schematic recognition,1994,Skeleton Generation of Engineering Drawings via Contour Matching
